ECG Signal,Q-Point,R-Peak,S-Point,P-Wave Start,P-Wave Peak,P-Wave End,T-Wave Start,T-Wave Peak,T-Wave End
-63.567,0,0,0,0,0,0,0,0,0
-63.436,0,0,0,0,0,0,0,0,0
-63.301,0,0,0,0,0,0,0,0,0
-63.161,0,0,0,0,0,0,0,0,0
-63.018,0,0,0,0,0,0,0,0,0
-62.874,0,0,0,0,0,0,0,0,0
-62.728,0,0,0,0,0,0,0,0,0
-62.584,0,0,0,0,0,0,0,0,0
-62.44,0,0,0,0,0,0,0,0,0
-62.3,0,0,0,0,0,0,0,0,0
-62.164,0,0,0,0,0,0,0,0,0
-62.034,0,0,0,0,0,0,0,0,0
-61.909,0,0,0,0,0,0,0,0,0
-61.793,0,0,0,0,0,0,0,0,0
-61.684,0,0,0,0,0,0,0,0,0
-61.585,0,0,0,0,0,0,0,0,0
-61.496,0,0,0,0,0,0,0,0,0
-61.416,0,0,0,0,0,0,0,0,0
-61.348,0,0,0,0,0,0,0,0,0
-61.29,0,0,0,0,0,0,0,0,0
-61.242,0,0,0,0,0,0,0,0,0
-61.206,0,0,0,0,0,0,0,0,0
-61.179,0,0,0,0,0,0,0,0,0
-61.162,0,0,0,0,0,0,0,0,0
-61.154,0,0,0,0,0,0,0,0,0
-61.156,0,0,0,0,0,0,0,0,0
-61.165,0,0,0,0,0,0,0,0,0
-61.182,0,0,0,0,0,0,0,0,0
-61.205,0,0,0,0,0,0,0,0,0
-61.234,0,0,0,0,0,0,0,0,0
-61.269,0,0,0,0,0,0,0,0,0
-61.308,0,0,0,0,0,0,0,0,0
-61.35,0,0,0,0,0,0,0,0,0
-61.394,0,0,0,0,0,0,0,0,0
-61.44,0,0,0,0,0,0,0,0,0
-61.487,0,0,0,0,0,0,0,0,0
-61.532,0,0,0,0,0,0,0,0,0
-61.576,0,0,0,0,0,0,0,0,0
-61.617,0,0,0,0,0,0,0,0,0
-61.653,0,0,0,0,0,0,0,0,0
-61.685,0,0,0,0,0,0,0,0,0
-61.709,0,0,0,0,0,0,0,0,0
-61.727,0,0,0,0,0,0,0,0,0
-61.736,0,0,0,0,0,0,0,0,0
-61.736,0,0,0,0,0,0,0,0,0
-61.726,0,0,0,0,0,0,0,0,0
-61.706,0,0,0,0,0,0,0,0,0
-61.675,0,0,0,0,0,0,0,0,0
-61.635,0,0,0,0,0,0,0,0,0
-61.584,0,0,0,0,0,0,0,0,0
-61.524,0,0,0,0,0,0,0,0,0
-61.455,0,0,0,0,0,0,0,0,0
-61.378,0,0,0,0,0,0,0,0,0
-61.292,0,0,0,0,0,0,0,0,0
-61.2,0,0,0,0,0,0,0,0,0
-61.102,0,0,0,0,0,0,0,0,0
-61.0,0,0,0,0,0,0,0,0,0
-60.894,0,0,0,0,0,0,0,0,0
-60.786,0,0,0,0,0,0,0,0,0
-60.677,0,0,0,0,0,0,0,0,0
-60.569,0,0,0,0,0,0,0,0,0
-60.464,0,0,0,0,0,0,0,0,0
-60.363,0,0,0,0,0,0,0,0,0
-60.268,0,0,0,0,0,0,0,0,0
-60.181,0,0,0,0,0,0,0,0,0
-60.102,0,0,0,0,0,0,0,0,0
-60.034,0,0,0,0,0,0,0,0,0
-59.979,0,0,0,0,0,0,0,0,0
-59.937,0,0,0,0,0,0,0,0,0
-59.911,0,0,0,0,0,0,0,0,0
-59.901,0,0,0,0,0,0,0,0,0
-59.91,0,0,0,0,0,0,0,0,0
-59.938,0,0,0,0,0,0,0,0,0
-59.988,0,0,0,0,0,0,0,0,0
-60.059,0,0,0,0,0,0,0,0,0
-60.151,0,0,0,0,0,0,0,0,0
-60.266,0,0,0,0,0,0,0,0,0
-60.403,0,0,0,0,0,0,0,0,0
-60.56,0,0,0,0,0,0,0,0,0
-60.735,0,0,0,0,0,0,0,0,0
-60.927,0,0,0,0,0,0,0,0,0
-61.134,0,0,0,0,0,0,0,0,0
-61.353,0,0,0,0,0,0,0,0,0
-61.582,0,0,0,0,0,0,0,0,0
-61.818,0,0,0,0,0,0,0,0,0
-62.058,0,0,0,0,0,0,0,0,0
-62.301,0,0,0,0,0,0,0,0,0
-62.544,0,0,0,0,0,0,0,0,0
-62.784,0,0,0,0,0,0,0,0,0
-63.019,0,0,0,0,0,0,0,0,0
-63.245,0,0,0,0,0,0,0,0,0
-63.456,0,0,0,0,0,0,0,0,0
-63.647,0,0,0,0,0,0,0,0,0
-63.813,0,0,0,0,0,0,0,0,0
-63.948,0,0,0,0,0,0,0,0,0
-64.045,0,0,0,0,0,0,0,0,0
-64.099,0,0,0,0,0,0,0,0,0
-64.101,0,0,0,1,0,0,0,0,0
-64.047,0,0,0,0,0,0,0,0,0
-63.934,0,0,0,0,0,0,0,0,0
-63.757,0,0,0,0,0,0,0,0,0
-63.51,0,0,0,0,0,0,0,0,0
-63.188,0,0,0,0,0,0,0,0,0
-62.782,0,0,0,0,0,0,0,0,0
-62.285,0,0,0,0,0,0,0,0,0
-61.696,0,0,0,0,0,0,0,0,0
-61.013,0,0,0,0,0,0,0,0,0
-60.236,0,0,0,0,0,0,0,0,0
-59.365,0,0,0,0,0,0,0,0,0
-58.404,0,0,0,0,0,0,0,0,0
-57.361,0,0,0,0,0,0,0,0,0
-56.253,0,0,0,0,0,0,0,0,0
-55.093,0,0,0,0,0,0,0,0,0
-53.89,0,0,0,0,0,0,0,0,0
-52.647,0,0,0,0,0,0,0,0,0
-51.363,0,0,0,0,0,0,0,0,0
-50.036,0,0,0,0,0,0,0,0,0
-48.667,0,0,0,0,0,0,0,0,0
-47.257,0,0,0,0,0,0,0,0,0
-45.806,0,0,0,0,0,0,0,0,0
-44.309,0,0,0,0,0,0,0,0,0
-42.756,0,0,0,0,0,0,0,0,0
-41.142,0,0,0,0,0,0,0,0,0
-39.465,0,0,0,0,0,0,0,0,0
-37.723,0,0,0,0,0,0,0,0,0
-35.909,0,0,0,0,0,0,0,0,0
-34.001,0,0,0,0,0,0,0,0,0
-31.969,0,0,0,0,0,0,0,0,0
-29.789,0,0,0,0,0,0,0,0,0
-27.45,0,0,0,0,0,0,0,0,0
-24.958,0,0,0,0,0,0,0,0,0
-22.33,0,0,0,0,0,0,0,0,0
-19.58,0,0,0,0,0,0,0,0,0
-16.729,0,0,0,0,0,0,0,0,0
-13.806,0,0,0,0,0,0,0,0,0
-10.847,0,0,0,0,0,0,0,0,0
-7.905,0,0,0,0,0,0,0,0,0
-5.029,0,0,0,0,0,0,0,0,0
-2.255,0,0,0,0,0,0,0,0,0
0.386,0,0,0,0,0,0,0,0,0
2.865,0,0,0,0,0,0,0,0,0
5.143,0,0,0,0,0,0,0,0,0
7.166,0,0,0,0,0,0,0,0,0
8.865,0,0,0,0,0,0,0,0,0
10.189,0,0,0,0,0,0,0,0,0
11.1,0,0,0,0,0,0,0,0,0
11.58,0,0,0,0,0,0,0,0,0
11.62,0,0,0,0,1,0,0,0,0
11.213,0,0,0,0,0,0,0,0,0
10.364,0,0,0,0,0,0,0,0,0
9.092,0,0,0,0,0,0,0,0,0
7.44,0,0,0,0,0,0,0,0,0
5.465,0,0,0,0,0,0,0,0,0
3.214,0,0,0,0,0,0,0,0,0
0.721,0,0,0,0,0,0,0,0,0
-1.99,0,0,0,0,0,0,0,0,0
-4.895,0,0,0,0,0,0,0,0,0
-7.959,0,0,0,0,0,0,0,0,0
-11.138,0,0,0,0,0,0,0,0,0
-14.376,0,0,0,0,0,0,0,0,0
-17.634,0,0,0,0,0,0,0,0,0
-20.88,0,0,0,0,0,0,0,0,0
-24.09,0,0,0,0,0,0,0,0,0
-27.238,0,0,0,0,0,0,0,0,0
-30.303,0,0,0,0,0,0,0,0,0
-33.273,0,0,0,0,0,0,0,0,0
-36.153,0,0,0,0,0,0,0,0,0
-38.971,0,0,0,0,0,0,0,0,0
-41.763,0,0,0,0,0,0,0,0,0
-44.552,0,0,0,0,0,0,0,0,0
-47.348,0,0,0,0,0,0,0,0,0
-50.151,0,0,0,0,0,0,0,0,0
-52.957,0,0,0,0,0,0,0,0,0
-55.765,0,0,0,0,0,0,0,0,0
-58.572,0,0,0,0,0,0,0,0,0
-61.365,0,0,0,0,0,0,0,0,0
-64.122,0,0,0,0,0,0,0,0,0
-66.82,0,0,0,0,0,0,0,0,0
-69.438,0,0,0,0,0,0,0,0,0
-71.963,0,0,0,0,0,0,0,0,0
-74.38,0,0,0,0,0,0,0,0,0
-76.662,0,0,0,0,0,0,0,0,0
-78.77,0,0,0,0,0,0,0,0,0
-80.65,0,0,0,0,0,0,0,0,0
-82.247,0,0,0,0,0,0,0,0,0
-83.523,0,0,0,0,0,0,0,0,0
-84.448,0,0,0,0,0,0,0,0,0
-85.004,0,0,0,0,0,0,0,0,0
-85.189,0,0,0,0,0,1,0,0,0
-85.006,0,0,0,0,0,0,0,0,0
-84.479,0,0,0,0,0,0,0,0,0
-83.649,0,0,0,0,0,0,0,0,0
-82.569,0,0,0,0,0,0,0,0,0
-81.302,0,0,0,0,0,0,0,0,0
-79.916,0,0,0,0,0,0,0,0,0
-78.474,0,0,0,0,0,0,0,0,0
-77.042,0,0,0,0,0,0,0,0,0
-75.687,0,0,0,0,0,0,0,0,0
-74.5,0,0,0,0,0,0,0,0,0
-73.622,0,0,0,0,0,0,0,0,0
-73.16,0,0,0,0,0,0,0,0,0
-73.137,0,0,0,0,0,0,0,0,0
-73.475,0,0,0,0,0,0,0,0,0
-73.997,0,0,0,0,0,0,0,0,0
-74.479,0,0,0,0,0,0,0,0,0
-74.726,0,0,0,0,0,0,0,0,0
-74.5,0,0,0,0,0,0,0,0,0
-73.455,0,0,0,0,0,0,0,0,0
-71.32,0,0,0,0,0,0,0,0,0
-68.047,0,0,0,0,0,0,0,0,0
-63.936,0,0,0,0,0,0,0,0,0
-59.561,0,0,0,0,0,0,0,0,0
-55.59,0,0,0,0,0,0,0,0,0
-52.751,0,0,0,0,0,0,0,0,0
-51.606,0,0,0,0,0,0,0,0,0
-52.653,0,0,0,0,0,0,0,0,0
-56.396,0,0,0,0,0,0,0,0,0
-62.087,0,0,0,0,0,0,0,0,0
-68.252,0,0,0,0,0,0,0,0,0
-74.019,0,0,0,0,0,0,0,0,0
-77.527,0,0,0,0,0,0,0,0,0
-78.255,1,0,0,0,0,0,0,0,0
-76.084,0,0,0,0,0,0,0,0,0
-66.974,0,0,0,0,0,0,0,0,0
-47.884,0,0,0,0,0,0,0,0,0
-15.759,0,0,0,0,0,0,0,0,0
31.396,0,0,0,0,0,0,0,0,0
88.33,0,0,0,0,0,0,0,0,0
149.776,0,0,0,0,0,0,0,0,0
211.509,0,0,0,0,0,0,0,0,0
270.443,0,0,0,0,0,0,0,0,0
328.419,0,0,0,0,0,0,0,0,0
384.554,0,0,0,0,0,0,0,0,0
433.446,0,0,0,0,0,0,0,0,0
466.822,0,0,0,0,0,0,0,0,0
474.9,0,1,0,0,0,0,0,0,0
453.665,0,0,0,0,0,0,0,0,0
406.739,0,0,0,0,0,0,0,0,0
343.353,0,0,0,0,0,0,0,0,0
273.979,0,0,0,0,0,0,0,0,0
205.56,0,0,0,0,0,0,0,0,0
140.635,0,0,0,0,0,0,0,0,0
78.507,0,0,0,0,0,0,0,0,0
19.264,0,0,0,0,0,0,0,0,0
-35.039,0,0,0,0,0,0,0,0,0
-81.603,0,0,0,0,0,0,0,0,0
-117.461,0,0,0,0,0,0,0,0,0
-141.582,0,0,0,0,0,0,0,0,0
-154.836,0,0,0,0,0,0,0,0,0
-158.408,0,0,1,0,0,0,0,0,0
-153.683,0,0,0,0,0,0,0,0,0
-142.439,0,0,0,0,0,0,0,0,0
-126.58,0,0,0,0,0,0,0,0,0
-108.141,0,0,0,0,0,0,0,0,0
-89.115,0,0,0,0,0,0,0,0,0
-70.868,0,0,0,0,0,0,0,0,0
-54.221,0,0,0,0,0,0,0,0,0
-40.1,0,0,0,0,0,0,0,0,0
-29.564,0,0,0,0,0,0,0,0,0
-23.046,0,0,0,0,0,0,0,0,0
-20.397,0,0,0,0,0,0,0,0,0
-21.094,0,0,0,0,0,0,0,0,0
-24.243,0,0,0,0,0,0,0,0,0
-29.103,0,0,0,0,0,0,0,0,0
-35.131,0,0,0,0,0,0,0,0,0
-41.42,0,0,0,0,0,0,0,0,0
-46.722,0,0,0,0,0,0,0,0,0
-50.206,0,0,0,0,0,0,0,0,0
-51.478,0,0,0,0,0,0,0,0,0
-50.475,0,0,0,0,0,0,0,0,0
-47.551,0,0,0,0,0,0,0,0,0
-43.063,0,0,0,0,0,0,0,0,0
-37.294,0,0,0,0,0,0,0,0,0
-30.83,0,0,0,0,0,0,0,0,0
-24.489,0,0,0,0,0,0,0,0,0
-18.855,0,0,0,0,0,0,0,0,0
-14.275,0,0,0,0,0,0,0,0,0
-10.887,0,0,0,0,0,0,0,0,0
-8.554,0,0,0,0,0,0,0,0,0
-7.125,0,0,0,0,0,0,0,0,0
-6.494,0,0,0,0,0,0,0,0,0
-6.43,0,0,0,0,0,0,0,0,0
-6.636,0,0,0,0,0,0,0,0,0
-6.929,0,0,0,0,0,0,0,0,0
-7.203,0,0,0,0,0,0,0,0,0
-7.422,0,0,0,0,0,0,0,0,0
-7.641,0,0,0,0,0,0,0,0,0
-7.892,0,0,0,0,0,0,0,0,0
-8.167,0,0,0,0,0,0,0,0,0
-8.471,0,0,0,0,0,0,0,0,0
-8.792,0,0,0,0,0,0,0,0,0
-9.08,0,0,0,0,0,0,0,0,0
-9.277,0,0,0,0,0,0,0,0,0
-9.337,0,0,0,0,0,0,1,0,0
-9.21,0,0,0,0,0,0,0,0,0
-8.886,0,0,0,0,0,0,0,0,0
-8.369,0,0,0,0,0,0,0,0,0
-7.666,0,0,0,0,0,0,0,0,0
-6.79,0,0,0,0,0,0,0,0,0
-5.755,0,0,0,0,0,0,0,0,0
-4.573,0,0,0,0,0,0,0,0,0
-3.256,0,0,0,0,0,0,0,0,0
-1.812,0,0,0,0,0,0,0,0,0
-0.242,0,0,0,0,0,0,0,0,0
1.447,0,0,0,0,0,0,0,0,0
3.236,0,0,0,0,0,0,0,0,0
5.095,0,0,0,0,0,0,0,0,0
6.976,0,0,0,0,0,0,0,0,0
8.836,0,0,0,0,0,0,0,0,0
10.645,0,0,0,0,0,0,0,0,0
12.386,0,0,0,0,0,0,0,0,0
14.048,0,0,0,0,0,0,0,0,0
15.628,0,0,0,0,0,0,0,0,0
17.124,0,0,0,0,0,0,0,0,0
18.541,0,0,0,0,0,0,0,0,0
19.893,0,0,0,0,0,0,0,0,0
21.193,0,0,0,0,0,0,0,0,0
22.452,0,0,0,0,0,0,0,0,0
23.675,0,0,0,0,0,0,0,0,0
24.864,0,0,0,0,0,0,0,0,0
26.028,0,0,0,0,0,0,0,0,0
27.177,0,0,0,0,0,0,0,0,0
28.328,0,0,0,0,0,0,0,0,0
29.503,0,0,0,0,0,0,0,0,0
30.722,0,0,0,0,0,0,0,0,0
31.997,0,0,0,0,0,0,0,0,0
33.343,0,0,0,0,0,0,0,0,0
34.769,0,0,0,0,0,0,0,0,0
36.284,0,0,0,0,0,0,0,0,0
37.897,0,0,0,0,0,0,0,0,0
39.611,0,0,0,0,0,0,0,0,0
41.427,0,0,0,0,0,0,0,0,0
43.347,0,0,0,0,0,0,0,0,0
45.374,0,0,0,0,0,0,0,0,0
47.513,0,0,0,0,0,0,0,0,0
49.771,0,0,0,0,0,0,0,0,0
52.154,0,0,0,0,0,0,0,0,0
54.665,0,0,0,0,0,0,0,0,0
57.308,0,0,0,0,0,0,0,0,0
60.084,0,0,0,0,0,0,0,0,0
62.998,0,0,0,0,0,0,0,0,0
66.053,0,0,0,0,0,0,0,0,0
69.251,0,0,0,0,0,0,0,0,0
72.594,0,0,0,0,0,0,0,0,0
76.086,0,0,0,0,0,0,0,0,0
79.73,0,0,0,0,0,0,0,0,0
83.527,0,0,0,0,0,0,0,0,0
87.483,0,0,0,0,0,0,0,0,0
91.599,0,0,0,0,0,0,0,0,0
95.876,0,0,0,0,0,0,0,0,0
100.317,0,0,0,0,0,0,0,0,0
104.922,0,0,0,0,0,0,0,0,0
109.689,0,0,0,0,0,0,0,0,0
114.619,0,0,0,0,0,0,0,0,0
119.711,0,0,0,0,0,0,0,0,0
124.967,0,0,0,0,0,0,0,0,0
130.389,0,0,0,0,0,0,0,0,0
135.979,0,0,0,0,0,0,0,0,0
141.733,0,0,0,0,0,0,0,0,0
147.644,0,0,0,0,0,0,0,0,0
153.704,0,0,0,0,0,0,0,0,0
159.901,0,0,0,0,0,0,0,0,0
166.22,0,0,0,0,0,0,0,0,0
172.643,0,0,0,0,0,0,0,0,0
179.143,0,0,0,0,0,0,0,0,0
185.698,0,0,0,0,0,0,0,0,0
192.283,0,0,0,0,0,0,0,0,0
198.879,0,0,0,0,0,0,0,0,0
205.471,0,0,0,0,0,0,0,0,0
212.042,0,0,0,0,0,0,0,0,0
218.571,0,0,0,0,0,0,0,0,0
225.036,0,0,0,0,0,0,0,0,0
231.41,0,0,0,0,0,0,0,0,0
237.667,0,0,0,0,0,0,0,0,0
243.795,0,0,0,0,0,0,0,0,0
249.785,0,0,0,0,0,0,0,0,0
255.627,0,0,0,0,0,0,0,0,0
261.325,0,0,0,0,0,0,0,0,0
266.883,0,0,0,0,0,0,0,0,0
272.319,0,0,0,0,0,0,0,0,0
277.669,0,0,0,0,0,0,0,0,0
282.963,0,0,0,0,0,0,0,0,0
288.22,0,0,0,0,0,0,0,0,0
293.446,0,0,0,0,0,0,0,0,0
298.629,0,0,0,0,0,0,0,0,0
303.753,0,0,0,0,0,0,0,0,0
308.805,0,0,0,0,0,0,0,0,0
313.773,0,0,0,0,0,0,0,0,0
318.641,0,0,0,0,0,0,0,0,0
323.391,0,0,0,0,0,0,0,0,0
327.988,0,0,0,0,0,0,0,0,0
332.391,0,0,0,0,0,0,0,0,0
336.561,0,0,0,0,0,0,0,0,0
340.45,0,0,0,0,0,0,0,0,0
343.997,0,0,0,0,0,0,0,0,0
347.117,0,0,0,0,0,0,0,0,0
349.7,0,0,0,0,0,0,0,0,0
351.632,0,0,0,0,0,0,0,0,0
352.827,0,0,0,0,0,0,0,0,0
353.22,0,0,0,0,0,0,0,1,0
352.773,0,0,0,0,0,0,0,0,0
351.463,0,0,0,0,0,0,0,0,0
349.269,0,0,0,0,0,0,0,0,0
346.167,0,0,0,0,0,0,0,0,0
342.149,0,0,0,0,0,0,0,0,0
337.218,0,0,0,0,0,0,0,0,0
331.384,0,0,0,0,0,0,0,0,0
324.666,0,0,0,0,0,0,0,0,0
317.074,0,0,0,0,0,0,0,0,0
308.618,0,0,0,0,0,0,0,0,0
299.335,0,0,0,0,0,0,0,0,0
289.295,0,0,0,0,0,0,0,0,0
278.605,0,0,0,0,0,0,0,0,0
267.393,0,0,0,0,0,0,0,0,0
255.764,0,0,0,0,0,0,0,0,0
243.803,0,0,0,0,0,0,0,0,0
231.583,0,0,0,0,0,0,0,0,0
219.163,0,0,0,0,0,0,0,0,0
206.608,0,0,0,0,0,0,0,0,0
193.988,0,0,0,0,0,0,0,0,0
181.363,0,0,0,0,0,0,0,0,0
168.786,0,0,0,0,0,0,0,0,0
156.316,0,0,0,0,0,0,0,0,0
144.019,0,0,0,0,0,0,0,0,0
131.982,0,0,0,0,0,0,0,0,0
120.31,0,0,0,0,0,0,0,0,0
109.089,0,0,0,0,0,0,0,0,0
98.371,0,0,0,0,0,0,0,0,0
88.172,0,0,0,0,0,0,0,0,0
78.488,0,0,0,0,0,0,0,0,0
69.315,0,0,0,0,0,0,0,0,0
60.665,0,0,0,0,0,0,0,0,0
52.551,0,0,0,0,0,0,0,0,0
44.98,0,0,0,0,0,0,0,0,0
37.956,0,0,0,0,0,0,0,0,0
31.473,0,0,0,0,0,0,0,0,0
25.528,0,0,0,0,0,0,0,0,0
20.124,0,0,0,0,0,0,0,0,0
15.247,0,0,0,0,0,0,0,0,0
10.866,0,0,0,0,0,0,0,0,0
6.923,0,0,0,0,0,0,0,0,0
3.337,0,0,0,0,0,0,0,0,0
0.024,0,0,0,0,0,0,0,0,0
-3.071,0,0,0,0,0,0,0,0,0
-5.984,0,0,0,0,0,0,0,0,0
-8.736,0,0,0,0,0,0,0,0,0
-11.342,0,0,0,0,0,0,0,0,0
-13.825,0,0,0,0,0,0,0,0,0
-16.205,0,0,0,0,0,0,0,0,0
-18.49,0,0,0,0,0,0,0,0,0
-20.686,0,0,0,0,0,0,0,0,0
-22.798,0,0,0,0,0,0,0,0,0
-24.834,0,0,0,0,0,0,0,0,0
-26.809,0,0,0,0,0,0,0,0,0
-28.732,0,0,0,0,0,0,0,0,0
-30.596,0,0,0,0,0,0,0,0,0
-32.379,0,0,0,0,0,0,0,0,0
-34.046,0,0,0,0,0,0,0,0,0
-35.557,0,0,0,0,0,0,0,0,0
-36.888,0,0,0,0,0,0,0,0,0
-38.024,0,0,0,0,0,0,0,0,0
-38.961,0,0,0,0,0,0,0,0,0
-39.7,0,0,0,0,0,0,0,0,0
-40.243,0,0,0,0,0,0,0,0,0
-40.595,0,0,0,0,0,0,0,0,0
-40.774,0,0,0,0,0,0,0,0,0
-40.799,0,0,0,0,0,0,0,0,1
-40.685,0,0,0,0,0,0,0,0,0
-40.449,0,0,0,0,0,0,0,0,0
-40.099,0,0,0,0,0,0,0,0,0
-39.643,0,0,0,0,0,0,0,0,0
-39.098,0,0,0,0,0,0,0,0,0
-38.484,0,0,0,0,0,0,0,0,0
-37.823,0,0,0,0,0,0,0,0,0
-37.143,0,0,0,0,0,0,0,0,0
-36.464,0,0,0,0,0,0,0,0,0
-35.8,0,0,0,0,0,0,0,0,0
-35.166,0,0,0,0,0,0,0,0,0
-34.57,0,0,0,0,0,0,0,0,0
-34.021,0,0,0,0,0,0,0,0,0
-33.522,0,0,0,0,0,0,0,0,0
-33.073,0,0,0,0,0,0,0,0,0
-32.671,0,0,0,0,0,0,0,0,0
-32.315,0,0,0,0,0,0,0,0,0
-32.003,0,0,0,0,0,0,0,0,0
-31.736,0,0,0,0,0,0,0,0,0
-31.516,0,0,0,0,0,0,0,0,0
-31.343,0,0,0,0,0,0,0,0,0
-31.214,0,0,0,0,0,0,0,0,0
-31.129,0,0,0,0,0,0,0,0,0
-31.084,0,0,0,0,0,0,0,0,0
-31.077,0,0,0,0,0,0,0,0,0
-31.107,0,0,0,0,0,0,0,0,0
-31.172,0,0,0,0,0,0,0,0,0
-31.268,0,0,0,0,0,0,0,0,0
-31.393,0,0,0,0,0,0,0,0,0
-31.546,0,0,0,0,0,0,0,0,0
-31.726,0,0,0,0,0,0,0,0,0
-31.931,0,0,0,0,0,0,0,0,0
-32.16,0,0,0,0,0,0,0,0,0
-32.411,0,0,0,0,0,0,0,0,0
-32.682,0,0,0,0,0,0,0,0,0
-32.969,0,0,0,0,0,0,0,0,0
-33.271,0,0,0,0,0,0,0,0,0
-33.585,0,0,0,0,0,0,0,0,0
-33.908,0,0,0,0,0,0,0,0,0
-34.238,0,0,0,0,0,0,0,0,0
-34.573,0,0,0,0,0,0,0,0,0
-34.909,0,0,0,0,0,0,0,0,0
-35.246,0,0,0,0,0,0,0,0,0
-35.582,0,0,0,0,0,0,0,0,0
-35.916,0,0,0,0,0,0,0,0,0
-36.248,0,0,0,0,0,0,0,0,0
-36.576,0,0,0,0,0,0,0,0,0
-36.9,0,0,0,0,0,0,0,0,0
-37.22,0,0,0,0,0,0,0,0,0
-37.536,0,0,0,0,0,0,0,0,0
-37.848,0,0,0,0,0,0,0,0,0
-38.156,0,0,0,0,0,0,0,0,0
-38.46,0,0,0,0,0,0,0,0,0
-38.759,0,0,0,0,0,0,0,0,0
-39.055,0,0,0,0,0,0,0,0,0
-39.347,0,0,0,0,0,0,0,0,0
-39.634,0,0,0,0,0,0,0,0,0
-39.918,0,0,0,0,0,0,0,0,0
-40.198,0,0,0,0,0,0,0,0,0
-40.475,0,0,0,0,0,0,0,0,0
-40.748,0,0,0,0,0,0,0,0,0
-41.018,0,0,0,0,0,0,0,0,0
-41.285,0,0,0,0,0,0,0,0,0
-41.55,0,0,0,0,0,0,0,0,0
-41.812,0,0,0,0,0,0,0,0,0
-42.073,0,0,0,0,0,0,0,0,0
-42.332,0,0,0,0,0,0,0,0,0
-42.589,0,0,0,0,0,0,0,0,0
-42.845,0,0,0,0,0,0,0,0,0
-43.101,0,0,0,0,0,0,0,0,0
-43.356,0,0,0,0,0,0,0,0,0
-43.611,0,0,0,0,0,0,0,0,0
-43.866,0,0,0,0,0,0,0,0,0
-44.121,0,0,0,0,0,0,0,0,0
-44.377,0,0,0,0,0,0,0,0,0
-44.632,0,0,0,0,0,0,0,0,0
-44.888,0,0,0,0,0,0,0,0,0
-45.143,0,0,0,0,0,0,0,0,0
-45.398,0,0,0,0,0,0,0,0,0
-45.651,0,0,0,0,0,0,0,0,0
-45.903,0,0,0,0,0,0,0,0,0
-46.152,0,0,0,0,0,0,0,0,0
-46.399,0,0,0,0,0,0,0,0,0
-46.642,0,0,0,0,0,0,0,0,0
-46.88,0,0,0,0,0,0,0,0,0
-47.114,0,0,0,0,0,0,0,0,0
-47.343,0,0,0,0,0,0,0,0,0
-47.567,0,0,0,0,0,0,0,0,0
-47.784,0,0,0,0,0,0,0,0,0
-47.995,0,0,0,0,0,0,0,0,0
-48.2,0,0,0,0,0,0,0,0,0
-48.398,0,0,0,0,0,0,0,0,0
-48.589,0,0,0,0,0,0,0,0,0
-48.774,0,0,0,0,0,0,0,0,0
-48.952,0,0,0,0,0,0,0,0,0
-49.123,0,0,0,0,0,0,0,0,0
-49.288,0,0,0,0,0,0,0,0,0
-49.447,0,0,0,0,0,0,0,0,0
-49.599,0,0,0,0,0,0,0,0,0
-49.745,0,0,0,0,0,0,0,0,0
-49.886,0,0,0,0,0,0,0,0,0
-50.021,0,0,0,0,0,0,0,0,0
-50.152,0,0,0,0,0,0,0,0,0
-50.277,0,0,0,0,0,0,0,0,0
-50.399,0,0,0,0,0,0,0,0,0
-50.516,0,0,0,0,0,0,0,0,0
-50.63,0,0,0,0,0,0,0,0,0
-50.741,0,0,0,0,0,0,0,0,0
-50.85,0,0,0,0,0,0,0,0,0
-50.957,0,0,0,0,0,0,0,0,0
-51.063,0,0,0,0,0,0,0,0,0
-51.169,0,0,0,0,0,0,0,0,0
-51.276,0,0,0,0,0,0,0,0,0
-51.384,0,0,0,0,0,0,0,0,0
-51.495,0,0,0,0,0,0,0,0,0
-51.61,0,0,0,0,0,0,0,0,0
-51.729,0,0,0,0,0,0,0,0,0
-51.853,0,0,0,0,0,0,0,0,0
-51.983,0,0,0,0,0,0,0,0,0
-52.12,0,0,0,0,0,0,0,0,0
-52.265,0,0,0,0,0,0,0,0,0
-52.418,0,0,0,0,0,0,0,0,0
-52.58,0,0,0,0,0,0,0,0,0
-52.751,0,0,0,0,0,0,0,0,0
-52.931,0,0,0,0,0,0,0,0,0
-53.122,0,0,0,0,0,0,0,0,0
-53.322,0,0,0,0,0,0,0,0,0
-53.533,0,0,0,0,0,0,0,0,0
-53.754,0,0,0,0,0,0,0,0,0
-53.984,0,0,0,0,0,0,0,0,0
-54.225,0,0,0,0,0,0,0,0,0
-54.474,0,0,0,0,0,0,0,0,0
-54.733,0,0,0,0,0,0,0,0,0
-55.001,0,0,0,0,0,0,0,0,0
-55.277,0,0,0,0,0,0,0,0,0
-55.56,0,0,0,0,0,0,0,0,0
-55.851,0,0,0,0,0,0,0,0,0
-56.148,0,0,0,0,0,0,0,0,0
-56.451,0,0,0,0,0,0,0,0,0
-56.759,0,0,0,0,0,0,0,0,0
-57.07,0,0,0,0,0,0,0,0,0
-57.384,0,0,0,0,0,0,0,0,0
-57.7,0,0,0,0,0,0,0,0,0
-58.016,0,0,0,0,0,0,0,0,0
-58.331,0,0,0,0,0,0,0,0,0
-58.645,0,0,0,0,0,0,0,0,0
